WFO_ID,Vernacular,Devnagari,Transliteration,ScientificName,NamepublishedIn
wfo-0000571314,कालो तोरी  (Kalo tori),कालो तोरी ,Kalo tori,,
wfo-0000585589,"चाल्ने, चम्सुरे झार  (Chalne, Chamsure jhar)","चाल्ने, चम्सुरे झार ","Chalne, Chamsure jhar",,
wfo-0000586792,चम्सुरे घाँस  (Chamsure ghans),चम्सुरे घाँस ,Chamsure ghans,,
wfo-0000586999,सिम साग  (Sim sag),सिम साग ,Sim sag,,
wfo-0000587124,चम्सुरे घाँस  (Chamsure ghans),चम्सुरे घाँस ,Chamsure ghans,,
wfo-0000587137,तिउली  (Tiuli),तिउली ,Tiuli,,
wfo-0000587664,टुकी झार  (Tuki jhar),टुकी झार ,Tuki jhar,,
wfo-0000641996,मसिनो तोरीझार  (Masino torijhar),मसिनो तोरीझार ,Masino torijhar,,
wfo-0000679048,"वन चम्सुर, गोँग–थोक्पा  (Ban chamsur, Gong-thokpa: Tibetan)","वन चम्सुर, गोँग–थोक्पा ","Ban chamsur, Gong-thokpa: Tibetan",,
wfo-0001421737,सो–लो–कार्पो  (So-lo-karpo: Tibetan),सो–लो–कार्पो ,So-lo-karpo: Tibetan,,
wfo-0000358532,चक्मा  (Chakma),चक्मा ,Chakma,,
wfo-0000358699,चम्सुर  (Chamsur),चम्सुर ,Chamsur,,
wfo-0001218424,रुबिको साग  (Rubiko sag),रुबिको साग ,Rubiko sag,,
wfo-0000380323,"सिम साग, लाहुरे साग  (Sim sag, Lahure sag)","सिम साग, लाहुरे साग ","Sim sag, Lahure sag",,
wfo-0000399604,"तोरी घाँस, पहेँलो झार  (Tori ghans, Pahenlo jhar)","तोरी घाँस, पहेँलो झार ","Tori ghans, Pahenlo jhar",,
wfo-0000410873,"तिते, सुवाँले साग  (Tite, Suwanle sag)","तिते, सुवाँले साग ","Tite, Suwanle sag",,
wfo-0000679589,सिकारी लहरा  (Sikari lahara),सिकारी लहरा ,Sikari lahara,,
wfo-0001140494,एक्लेबिर  (Eklebir),एक्लेबिर ,Eklebir,,
wfo-0000543286,ऐजेरु  (Aijeru),ऐजेरु ,Aijeru,,
wfo-0000388245,नुनढिकी  (Nundhiki),नुनढिकी ,Nundhiki,,
wfo-0001134586,अम्फी  (Amphi),अम्फी ,Amphi,,
wfo-0000424722,"हड्चुर, हरचुर, ऐजेरु  (Hadchur, Harchur, Aijeru)","हड्चुर, हरचुर, ऐजेरु ","Hadchur, Harchur, Aijeru",,
wfo-0001259594,हड्चुर  (Hadchur),हड्चुर ,Hadchur,,
wfo-0001087340,हलुमाफे  (Halumaphe),हलुमाफे ,Halumaphe,,
wfo-0000641204,"ऐजेरु, लिसो  (Aijeru, Liso)","ऐजेरु, लिसो ","Aijeru, Liso",,
wfo-0000719078,"ऐजेरु, लिसो  (Aijeru, Liso)","ऐजेरु, लिसो ","Aijeru, Liso",,
wfo-0000509500,ऐजेरु  (Aijeru),ऐजेरु ,Aijeru,,
wfo-0000719084,"लिसो, सानो ऐजेरु  (Liso, Sano aijeru)","लिसो, सानो ऐजेरु ","Liso, Sano aijeru",,
wfo-0001224460,ऐजेरु  (Aijeru),ऐजेरु ,Aijeru,,
wfo-0001075782,"ऐजेरु, लिसो  (Aijeru, Liso)","ऐजेरु, लिसो ","Aijeru, Liso",,
wfo-0001142074,हुन्बु चुन्ग्वा  (Hunbu chungwa: Tibetan),हुन्बु चुन्ग्वा ,Hunbu chungwa: Tibetan,,
wfo-0001285012,झौवा  (Jhauwa),झौवा ,Jhauwa,,
wfo-0000487062,"चितु, सेतो कुरो  (Chitu, Seto kuro)","चितु, सेतो कुरो ","Chitu, Seto kuro",,
wfo-0000566095,न्याकुरी  (Nyakuree),न्याकुरी ,Nyakuree,,
wfo-1200041400,"च्याउ फूल, रत्न्यौलो  (Chyau phul, Ratnyaulo)","च्याउ फूल, रत्न्यौलो ","Chyau phul, Ratnyaulo",,
wfo-0000566149,खल्दी  (Khaldi),खल्दी ,Khaldi,,
wfo-0000566180,म्ह्याकुरे  (Mhyakure),म्ह्याकुरे ,Mhyakure,,
wfo-0000566202,पुलुँगे झार  (Pulunge jhar),पुलुँगे झार ,Pulunge jhar,,
wfo-0000566203,खल्ती  (Khalti),खल्ती ,Khalti,,
wfo-0000680843,"भोटे खरी, रातो तमर्के  (Bhote khari, Rato tamarke)","भोटे खरी, रातो तमर्के ","Bhote khari, Rato tamarke",,
wfo-0000685452,"वन फापर, तिते फापर  (Ban fapar, Tite fapar)","वन फापर, तिते फापर ","Ban fapar, Tite fapar",,
wfo-0000685494,तिते फापर  (Tite fapar),तिते फापर ,Tite fapar,,
wfo-1200041403,"राप्रे घाँस, राप्ते घाँस  (Rapre ghans, Rapte ghans)","राप्रे घाँस, राप्ते घाँस ","Rapre ghans, Rapte ghans",,
wfo-1200041405,ठोट्ने  (Thotne),ठोट्ने ,Thotne,,
wfo-4100002465,चौँले  (Chaunle),चौँले ,Chaunle,,
wfo-1200027109,न्यालोवा  (Nyalowa: Tibetan),न्यालोवा ,Nyalowa: Tibetan,,
wfo-0000388320,बोके  (Boke),बोके ,Boke,,
wfo-0001280172,"खुर्साने झार, पिर्रे  (Khursane jhar, Pirre)","खुर्साने झार, पिर्रे ","Khursane jhar, Pirre",,
wfo-0000490463,"पिर्रे झार, रत्न्यौले झार  (Pirre jhar, Ratnyaule jhar)","पिर्रे झार, रत्न्यौले झार ","Pirre jhar, Ratnyaule jhar",,
wfo-0001245503,"कुकुर ठोट्ने, बाख्रे ठोट्ने  (Kukur thotne, Bakhre thotne)","कुकुर ठोट्ने, बाख्रे ठोट्ने ","Kukur thotne, Bakhre thotne",,
wfo-0000488415,सेतो पिर्रे  (Seto pirre),सेतो पिर्रे ,Seto pirre,,
wfo-0000488426,पिर्रे  (Pirre),पिर्रे ,Pirre,,
wfo-1200041408,वन पिर्रे  (Ban pirre),वन पिर्रे ,Ban pirre,,
wfo-0000488454,"अमिलो पिर्रे लहरो, फापरे झार  (Amilo pirre laharo, Fapare jhar)","अमिलो पिर्रे लहरो, फापरे झार ","Amilo pirre laharo, Fapare jhar",,
wfo-0001245524,"काप्रे साग, रत्न्यौलो  (Kapre sag, Ratnyaulo)","काप्रे साग, रत्न्यौलो ","Kapre sag, Ratnyaulo",,
wfo-0001245249,रातो पिर्रे  (Rato pirre),रातो पिर्रे ,Rato pirre,,
wfo-0000489163,"मसिनो पिर्रे, सुकुल झार  (Masino pirre, Sukul jhar)","मसिनो पिर्रे, सुकुल झार ","Masino pirre, Sukul jhar",,
wfo-0001246338,पदमचाल  (Padamchal),पदमचाल ,Padamchal,,
wfo-0001101425,"पदमचाल, आकाशे चुक, खोकिम (Padamchal, Akashe chuk, Khokim)","पदमचाल, आकाशे चुक, खोकिम","Padamchal, Akashe chuk, Khokim",,
wfo-0001101660,पदमचाल  (Padamchal),पदमचाल ,Padamchal,,
wfo-0001101426,"क्याँजो, पदमचाल  (Kyanjo, Padamchal)","क्याँजो, पदमचाल ","Kyanjo, Padamchal",,
wfo-0001101732,"पदमचाल, चुल्ठी अमिलो  (Padamchal, Chulthi amilo)","पदमचाल, चुल्ठी अमिलो ","Padamchal, Chulthi amilo",,
wfo-0000403595,"अमिले घाँस, हलहले  (Amile ghans, Halhale)","अमिले घाँस, हलहले ","Amile ghans, Halhale",,
wfo-0000403385,"वन पालुङ्गो, बाँसपाते  (Ban palungo, Banspate)","वन पालुङ्गो, बाँसपाते ","Ban palungo, Banspate",,
wfo-0001246254,"अदिमरो, चरेमला  (Adimaro, Charemala)","अदिमरो, चरेमला ","Adimaro, Charemala",,
wfo-0000403958,हलहले  (Halhale),हलहले ,Halhale,,
wfo-0000403799,"अमिलो बेथे, अमिलो पालुङ्गो  (Amilo bethe, Amilo palungo)","अमिलो बेथे, अमिलो पालुङ्गो ","Amilo bethe, Amilo palungo",,
wfo-0000946005,"झिँगा जले, पाम्गा, कितास  (Jhinga jale, Pamga, Kitas)","झिँगा जले, पाम्गा, कितास ","Jhinga jale, Pamga, Kitas",,
wfo-0000545929,आतुँग  (Atung: Tibetan),आतुँग ,Atung: Tibetan,,
wfo-0000595603,मुसाकाने  (Musakane),मुसाकाने ,Musakane,,
wfo-0000657240,अभिजालो  (Abhijalo),अभिजालो ,Abhijalo,,
wfo-0000657379,अभिजालो  (Abhijalo),अभिजालो ,Abhijalo,,
wfo-1200027065,झिसाँग कार्पो  (Jhisang karpo: Tibetan),झिसाँग कार्पो ,Jhisang karpo: Tibetan,,
wfo-0001428641,"म्ह्नजरी, जङ्गली साग  (Mhanjari, Jangali sag)","म्ह्नजरी, जङ्गली साग ","Mhanjari, Jangali sag",,
wfo-0001292014,नारु  (Naru),नारु ,Naru,,
wfo-0001238377,झ्वानी  (Jhwani),झ्वानी ,Jhwani,,
wfo-0000439621,न्याम्सिसी  (Nyamsisi: Tibetan),न्याम्सिसी ,Nyamsisi: Tibetan,,
wfo-0000439880,"झ्याउ झार, लवङ्ता  (Jhyau jhar, Lawangta)","झ्याउ झार, लवङ्ता ","Jhyau jhar, Lawangta",,
wfo-0000436325,"अर्मले झार, बोक्सी झार  (Armale jhar, Boksi jhar)","अर्मले झार, बोक्सी झार ","Armale jhar, Boksi jhar",,
wfo-0000436893,लेस्या कुरो  (Lesya kuro),लेस्या कुरो ,Lesya kuro,,
wfo-0001238120,"अर्मले झार, खराने झार  (Armale jhar, Kharane jhar)","अर्मले झार, खराने झार ","Armale jhar, Kharane jhar",,
wfo-0001046217,"अपमार्ग, दतिवन, उल्टे कुरो  (Apamarga, Datiwan, Ulte kuro)","अपमार्ग, दतिवन, उल्टे कुरो ","Apamarga, Datiwan, Ulte kuro",,
wfo-0000516220,"रातो अपमार्ग, दतिवन  (Rato apamarga, Datiwan)","रातो अपमार्ग, दतिवन ","Rato apamarga, Datiwan",,
wfo-0000528743,"जल जम्बु, सरँची साग  (Jal jambu, Saranchi sag)","जल जम्बु, सरँची साग ","Jal jambu, Saranchi sag",,
wfo-0000528825,भिरिङ्गी झार  (Bhiringi jhar),भिरिङ्गी झार ,Bhiringi jhar,,
wfo-0000530085,लट्टे घाँस  (Latte ghans),लट्टे घाँस ,Latte ghans,,
wfo-0000530168,"लट्टे घाँस, लट्टे दाना  (Latte ghans, Latte dana)","लट्टे घाँस, लट्टे दाना ","Latte ghans, Latte dana",,
wfo-0000530192,मरोँग  (Marong),मरोँग ,Marong,,
wfo-0000530495,"वन लुँडे, लुँडे काँडा  (Ban lunde, Lunde kanda)","वन लुँडे, लुँडे काँडा ","Ban lunde, Lunde kanda",,
wfo-0000530523,"रातो लट्टे, गेनरी साग  (Rato latte, Genaree sag)","रातो लट्टे, गेनरी साग ","Rato latte, Genaree sag",,
wfo-0000530552,"लुँडे साग, लट्टे साग  (Lunde sag, Latte sag)","लुँडे साग, लट्टे साग ","Lunde sag, Latte sag",,
wfo-0000593019,"सेतो चाँदे, चोया फूल, चाँदे फूल  (Seto chande, Choya phool, Chande phul)","सेतो चाँदे, चोया फूल, चाँदे फूल ","Seto chande, Choya phool, Chande phul",,
wfo-0001440519,कालो बेथे  (Kalo bethe),कालो बेथे ,Kalo bethe,,
wfo-0000600897,बेथे साग  (Bethe sag),बेथे साग ,Bethe sag,,
wfo-0000631218,रक्त अपमार्ग  (Rakta apamarg),रक्त अपमार्ग ,Rakta apamarg,,
wfo-0000631234,"कपासे कुरो, आँख्ले कुरो  (Kapase kuro, Ankhle kuro)","कपासे कुरो, आँख्ले कुरो ","Kapase kuro, Ankhle kuro",,
wfo-0000639165,"रातो लट्टे, पसरा बेथे  (Rato latte, Pasara bethe)","रातो लट्टे, पसरा बेथे ","Rato latte, Pasara bethe",,
wfo-0000658867,रातो बेथे  (Rato bethe),रातो बेथे ,Rato bethe,,
wfo-1000049999,"अ‍ैतिनबोट, मान्सी घाँस  (Aitinbot, Mansi ghans)","अ‍ैतिनबोट, मान्सी घाँस ","Aitinbot, Mansi ghans",,
wfo-0000020781,"सेतो पुनरनभा, गदपुरिना  (Seto punarnava, Gadapurina)","सेतो पुनरनभा, गदपुरिना ","Seto punarnava, Gadapurina",,
wfo-0000482074,जरिँगो साग  (Jaringo sag),जरिँगो साग ,Jaringo sag,,
wfo-0000567916,"औले साग, पुनरनभा  (Aule sag, Punarnava)","औले साग, पुनरनभा ","Aule sag, Punarnava",,
wfo-0001238066,कुथल  (Kuthal),कुथल ,Kuthal,,
wfo-0000448428,"लंका फूल, मालती फूल  (Lanka phul, Malati phul)","लंका फूल, मालती फूल ","Lanka phul, Malati phul",,
wfo-1000047330,न्याउली  (Nyaulee),न्याउली ,Nyaulee,,
wfo-0000822997,"मायालु, पोइ साग  (Mayalu, Poi sag)","मायालु, पोइ साग ","Mayalu, Poi sag",,
wfo-0000823202,"मायालु, पोइ साग  (Mayalu, Poi sag)","मायालु, पोइ साग ","Mayalu, Poi sag",,
