WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,rights,license
wfo-0000404186,"<i>Eleocharis geniculata</i> grows along the edges of Fresh Water Wetlands, in <i>Sabal palmetto</i> Woodlands and in Mangrove areas that are only slightly brackish",habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000404186.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000404421,<i>Eleocharis interstincta</i> grows in Fresh Water Wetlands.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000404421.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000434536,<i>Broughtonia lindenii</i> grows in trees and shrubs in Dry Broadleaf Evergreen Formation – Shrublands (scrubland coppice) and in Mangrove areas.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000434536.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000570028,<i>Bourreria succulenta</i> grows in sand and limestone substrate based Dry Broadleaf Evergreen Formations Forest/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000570028.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000576316,<i>Bursera simaruba</i> grows in Dry Broadleaf Evergreen Formations (coppice) on both a limestone and sand substrate. It is a common species throughout the islands. It is also found in the Pine Woodlands.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000576316.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000576928,"<i>Byrsonima lucida</i> grows in Dry Broadleaf Evergreen Formation- Forests/Woodlands/Shrublands (coppice, scrublands, palm woodlands) as well as Pine Woodlands, near Fresh Water Wetlands, and Human Altered environments.",habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000576928.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000583977,<i>Canella winterana</i> grows in Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000583977.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000585310,<i>Capraria biflora</i> grows in Human Altered environments such as abandoned fields and roadsides as well as occasionally in Dry Broadleaf Evergreen Formation – Woodlands (sparse coppice).,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000585310.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000613093,<i>Coccoloba diversifolia</i> grows in a variety of habitats including Dry Broadleaf Evergreen Formations –Forests/Woodlands/Shrublands/Dwarf Shrublands (coppice) on both limestone and sand substrates. It also occurs in Pine Woodlands.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000613093.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000618338,"<i>Conocarpus erectus</i> occurs near saline environments along Dunes, Rocky Shores, and interior ponds but typically only in locations that have occasional flooding. They can also grow in upland areas when planted.",habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000618338.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000619501,<i>Consolea millspaughii</i> grows in exposed rock outcroppings near shorelines in low density Dry Broadleaf Evergreen Formation –Shrublands (coppice scrublands).,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000619501.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000620071,<i>Corchorus hirsutus</i> grows in Human Altered environments such as abandoned fields and roadsides. It also grows in Dry Broadleaf Evergreen Formation – Shrublands (scrublands) on limestone and sand substrates near the coastline.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000620071.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000620178,<i>Corchorus siliquosus</i> grows in Human Altered environments such as abandoned fields and roadsides. It also grows on the edges of Dry Broadleaf Evergreen Formation – Shrublands  (scrublands) and <i>Sabal palmetto</i> Woodlands.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000620178.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000666424,<i>Hymenocallis arenicola</i> grows in a sand substrate on Dunes and in yards.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000666424.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000710683,<i>Guaiacum sanctum</i> grows in limestone based Dry Broadleaf Evergreen Formations  (coppice) in both coastal and interior habitats.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000710683.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000710712,<i>Guapira discolor</i> is found commonly on both sand and limestone rock substrates in Dry Broadleaf Evergreen Formations (Coppice) as well as in Pine Woodlands.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000710712.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000710751,<i>Guapira obtusata</i> grows in Dry Broadleaf Evergreen Formations-Forests/Shrublands (coppice) on both lime stone and sand substrates.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000710751.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000769187,<i>Callicarpa hitchcockii</i> grows in Dry Broadleaf Evergreen Shrublands (coppice/scrublands) as well as Pine Woodlands.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000769187.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000809944,<i>Casasia clusiifolia</i> grows in coastal areas of Dry Broadleaf Evergreen Formation –Shrubland (coastal scrubland) typically on a sand substrate. It can be found occasionally growing on a limestone substrate.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000809944.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000900697,<i>Coccothrinax argentata</i> occurs in coastal areas on sand substrate. In many areas it is the dominant species forming a Dry Broadleaf Evergreen -Formation - Woodland (Palm Woodland or Palm Coppice). It can also occur in Pine Woodlands as an understory shrub.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000900697.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000903570,<i>Cocos nucifera</i> grows in many habitats primarily in Human Altered environments as wellk as having been planted in Dunes,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000903570.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000927911,<i>Croton eluteria</i> grows on a limestone substrate in Dry Broadleaf Evergreen Formations - Forests and Shrublands (coppice).,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000927911.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000947877,"<i>Echites umbellatus</i> grows in a variety of habitats including Human Altered environments, Dry Broadleaf Evergreen Formations – Shrublands (Scrublands/Whitelands) and Pine Woodlands.",habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000947877.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000948711,<i>Encyclia fehlingii</i> grows in Dry Broadleaf Evergreen Formation – Forests (coppice) and Mangrove areas.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000948711.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000948885,<i>Encyclia plicata</i> grows in Dry Broadleaf Evergreen Formation – Forests (coppice) and Mangrove areas.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000948885.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000948917,<i>Encyclia rufa</i> grows in Dry Broadleaf Evergreen Formations – Forests/Shrublands and Palm Woodlands (coppice).,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000948917.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000953764,<i>Erithalis fruticosa</i> grows primarily in coastal Dry Broadleaf Evergreen Formation –Shrublands (scrublands) on sand substrate but also at the edges and interiors of DBEF - Forests and Woodlands on limestone substrates.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000953764.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000962656,"<i>Euphorbia hyssopifolia</i> grows in Human Altered environments including roadsides, fields and yards.",habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000962656.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000966139,<i>Exostema caribaeum</i> grows on a solid limestone substrate in Dry Broadleaf Evergreen Formations (coppice) as well as in Pine Woodlands.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000966139.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000975561,<i>Grimmeodendron eglandulosum</i> grows primarily in Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice) as well as Pine Woodlands.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0000975561.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001276242,"<i>Varronia bahamensis</i> grows in Dry Broadleaf Evergreen Formations (coppice), primarily in shrublands as well as in Pine Woodlands.",habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0001276242.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001289819,<i>Harrisia brookii</i> grows in open rocky areas of Dry Broadleaf Evergreen Formation –Shrublands (Scrubland coppice). It has been recorded to occur in disturbed areas.,habitat,EN,Ethan Freid,,,2012-10-15,Ethan Freid,ref-0001289819.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000181730,"<i>Macroptilium lathyroides</i> is considered a weedy species growing in Human Altered environments such as old fields, roadsides, and abandoned farms.",habitat,EN,Ethan Freid,,,2012-10-26,Ethan Freid,ref-0000181730.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000182223,<i>Lysiloma sabicu</i> grows in Dry Broadleaf Evergreen Formation – Forest/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2012-10-26,Ethan Freid,ref-0000182223.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000183523,"<i>Lysiloma latisiliquum</i> grows in Dry Broadleaf Evergreen Formations- Forest/Shrublands (coppice), Pine Woodlands, as well as in Human Altered environments (yards and gardens).",habitat,EN,Ethan Freid,,,2012-10-26,Ethan Freid,ref-0000183523.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000235995,"<i>Manilkara zapota</i> occur as a cultivated tree in yards, farms, and along roads.",habitat,EN,Ethan Freid,,,2012-10-26,Ethan Freid,ref-0000235995.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000038453,<i>Melanthera nivea</i> grows in Human Altered environments and sand substrate environments near the shoreline.,habitat,EN,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000038453.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000168417,<i>Piscidia piscipula</i> grows at the edges at the edges of Dry Broadleaf Evergreen Formation –Forest/Shrublands (coppice) with either a limestone or sand substrate.,habitat,EN,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000168417.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000187109,"<i>Pithecellobium keyense</i> grows in sand and limestone substrate Dry Broadleaf Evergreen Formations (coppice), Pine Woodlands as well as Human Altered environments (roadsides, yards).",habitat,EN,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000187109.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000248020,<i>Myrcianthes fragrans</i> grows in exposed areas of Dry Broadleaf Evergreen Formation -Shrublands (scrublands).,habitat,EN,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000248020.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000270345,"<i>Phyla nodiflora</i> grows in wet locations along the edges of ponds and Ephemeral Fresh Water Wetlands, <i>Sabal palmetto</i> savannahs and Human Altered environments (lawns waste areas).",habitat,EN,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000270345.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000270441,"<i>Phyllanthus amarus</i> grows in Human Altered environments such as roadsides, yards, and fields.",habitat,EN,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000270441.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000280378,<i>Polystachya foliosa</i> grows on branches as an epiphyte in Mangroves and extremely wet Dry Broadleaf Evergreen Formation – Forests (coppice) areas over sinkholes.,habitat,EN,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000280378.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000385755,<i>Opuntia stricta</i> grows in coastal areas such as Dunes and <i>Coccothrinax argentata</i> Woodlands.,habitat,EN,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000385755.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000452214,<i>Melochia tomentosa</i> grows in Human Altered environments (roadsides/abandoned fields) and along the edges of Dry Broadleaf Evergreen Formation – Forests/Woodlands/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000452214.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001050939,<i>Metopium toxiferum</i> grows in Dry Broadleaf Evergreen Formations - Forests/Shrublands/Woodlands/Dwarf Shrublands (coppice): primarily in shrublands as well as in Pine Woodlands.  In Pine Woodlands <i>Metopium toxiferum</i> can be the dominant understory shrub.,habitat,EN,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0001050939.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001091173,<i>Passiflora bahamensis</i> grows in Pine Woodlands and <i>Sabal palmetto</i> Woodlands.,habitat,EN,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0001091173.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001109224,<i>Phlebodium aureum</i> grows as an epiphyte in <i>Sabal palmetto</i> tops at the base of the petioles along the trunk.,habitat,EN,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0001109224.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001120029,<i>Pleopeltis polypodioides</i> is an epiphyte growing on the bark of trees in wet Dry Broadleaf Evergreen Formations- Forest (coppice).,habitat,EN,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0001120029.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001347159,<i>Damburneya coriacea</i> grows in Dry Broadleaf Evergreen Formations- Forest/Shrubland (coppice) on limestone substrate.,habitat,EN,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0001347159.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000212096,"<i>Sophora tomentosa</i> is found in coastal habitats on an unconsolidated sand substrate.  The habitats include Dry Broadleaf Evergreen Formation – Shrublands (coastal coppice), Dunes and on Rocky Shores.",habitat,EN,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000212096.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000246325,<i>Mosiera longipes</i> occurs on both sand and hardened limestone substrates in Dry Broadleaf Evergreen Formations –Forests/Woodlands/Shrublands/Dwarf Shrublands (coppice) as well as in Pine Woodlands. It is common along rocky coastlines as well as interior plant communities.,habitat,EN,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000246325.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000284169,<i>Pseudophoenix sargentii</i> can grow on both a sand or limestone rock substrate but is typically in rock in Dry Broadleaf Evergreen Formations - Forests (coppice) both coastal and interior.,habitat,EN,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000284169.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000294284,<i>Randia aculeata</i> grows in Dry Broadleaf Evergreen Formations – Forests/Woodlands/Shrublands/Dwarf Shrublands (coppice) as well as Pine Woodlands and coastal rock formations.,habitat,EN,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000294284.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000299302,<i>Sabal palmetto</i> grows in and around ephemeral Fresh Water Wetlands in areas that are sandy or with exposed limestone rock.,habitat,EN,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000299302.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000310975,<i>Sideroxylon salicfolium</i> grows on a limestone substrate in both Dry Broadleaf Evergreen Formations (coppice) and in Pine Woodlands. ,habitat,EN,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000310975.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000314894,"<i>Stachytarpheta jamaicensis</i> grows in Human Altered environments, salt flats, ephemeral Fresh Water Wetlands, savannahs, and the edges of Dry Broadleaf Evergreen Formations (coppice).",habitat,EN,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000314894.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000435798,<i>Schaefferia frustescens</i> grows in Dry Broadleaf Evergreen Formations – Woodland/Shrublands (scrublands).,habitat,EN,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000435798.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000460362,"<i>Rhizophora mangle</i> grows in saline and brackish environment along coastlines, estuaries and inland lakes near the shoreline.  The roots are suberized and form a barrier to salt intake. <i> R. mangle</i> can exclude over 95 % of the salt in the water they grow in.",habitat,EN,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000460362.02,Leon Levy Native Plant Preserve.,All rights Preserved
