WFO_ID,Vernacular,Devnagari,Transliteration,ScientificName,NamepublishedIn,rights,license,bibliographicCitation,compiler
wfo-0001088056,छिउजी  (Chhyuzi: Tibetan),छिउजी ,Chhyuzi: Tibetan,Epilobium brevifolium D.Don ,Prodr. Fl. Nepal. 222. 1825.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000669786,कुपते झार  (Kupate jhar),कुपते झार ,Kupate jhar,Epilobium sikkimense Hausskn. ,Oesterr. Bot. Z. 29: 52. 1879. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000669801,चरपन चुत्सी  (Charpan chutsi: Tibetan),चरपन चुत्सी ,Charpan chutsi: Tibetan,Epilobium speciosum Decne.,"Voy. Inde 4(Bot.): 57, pl. 1844. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000443141,"जडेलो, पोके झार  (Jadelo, Poke jhar)","जडेलो, पोके झार ","Jadelo, Poke jhar",Ludwigia adscendens (L.) H.Hara ,J. Jap. Bot. 28(10): 291. 1953.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000443171,"ल्वाङ झार, खुर्साने झार  (Lwang jhar, Khursane jhar)","ल्वाङ झार, खुर्साने झार ","Lwang jhar, Khursane jhar",Ludwigia hyssopifolia (G.Don) Exell ,Garcia de Orta 5: 471. 1957.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000443282,ल्वाङ झार  (Lwang jhar),ल्वाङ झार ,Lwang jhar,Ludwigia perennis L. ,Sp. Pl. 1: 119. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000284421,"अम्बा, बेलौती  (Amba, Belauti)","अम्बा, बेलौती ","Amba, Belauti",Psidium guajava L. ,Sp. Pl. 1: 470. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000318521,कालो जामुन  (Kalo jamun),कालो जामुन ,Kalo jamun,Syzygium cumini (L.) Skeels ,Bull. Bur. Pl. Industr. U.S.D.A. 25: 248. 1912.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000318648,"अम्बाके, ठूलो जामुन, फलामे  (Ambake, Thulo jamun, Falame)","अम्बाके, ठूलो जामुन, फलामे ","Ambake, Thulo jamun, Falame",Syzygium formosum (Wall.) Masam. ,Enum. Phanerog. Born. 528. 1942.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000318809,गुलाब जामुन  (Gulab jamun),गुलाब जामुन ,Gulab jamun,Syzygium jambos (L.) Alston ,Handb. Fl. Ceylon 6(Suppl.): 115. 1931.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000318855,अम्बाके  (Ambake),अम्बाके ,Ambake,Syzygium kurzii (Duthie) N.P.Balakr. ,Bull. Bot. Surv. India 22(1-4): 174. 1982. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000319069,क्यामुना  (Kyamuna),क्यामुना ,Kyamuna,Syzygium nervosum DC. ,Prodr. 3: 260. 1828. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001266359,अङ्गेरी  (Angeri),अङ्गेरी ,Angeri,Melastoma malabathricum L. ,Sp. Pl. 1: 390. 1753.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001083293,"अङ्गेरी, सेतो चुलेसी  (Angeri, Seto chulesi)","अङ्गेरी, सेतो चुलेसी ","Angeri, Seto chulesi",Osbeckia nepalensis Hook.,Exot. Fl. 1: t. 31. 1822. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001280625,सानो अङ्गेरी  (Sano angeri),सानो अङ्गेरी ,Sano angeri,Osbeckia nutans Wall. ex C.B.Clarke,Fl. Brit. India 2: 521. 1879.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001280627,"गलपूmले, रातो चुलेसी  (Galphule, Rato chulesi)","गलपूmले, रातो चुलेसी ","Galphule, Rato chulesi",Osbeckia stellata Buch.-Ham. ex D.Don,Prodr. Fl. Nepal. 221. 1825.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001080559,बाख्रा काने  (Bakhra kane),बाख्रा काने ,Bakhra kane,Oxyspora paniculata (D.Don) DC. ,Prodr. 3: 123. 1828.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000747135,लहरे चुनेत्रो  (Lahare chunetro),लहरे चुनेत्रो ,Lahare chunetro,Stachyurus himalaicus Hook.f. & Thomson ex Benth. ,"J. Proc. Linn. Soc., Bot. 5: 55. 1860. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000694796,"औले दबदबे, राम सिङ्गे  (Aule dabdabe, Ram singe)","औले दबदबे, राम सिङ्गे ","Aule dabdabe, Ram singe",Garuga pinnata Roxb. ,"Pl. Coromandel 3: 5, t. 208. 1811.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000573381,"चिरौँजी, प्यार  (Chiraunji, Pyar)","चिरौँजी, प्यार ","Chiraunji, Pyar",Buchanania cochinchinensis (Lour.) M.R.Almeida ,Fl. Maharashtra 1: 287. 1996. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000603193,लप्सी  (Lapsi),लप्सी ,Lapsi,Choerospondias axillaris (Roxb.) B.L.Burtt & A.W.Hill ,"Ann. Bot. (Oxford) n.s., 1: 254. 1937. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000652731,साँग्ले  (Sangle),साँग्ले ,Sangle,Dobinea vulgaris Buch.-Ham. ex D.Don,Prodr. Fl. Nepal. 249. 1825.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001050697,"हल्लुन्डे, होलोङ्ग्रे  (Hallunde, Holongre)","हल्लुन्डे, होलोङ्ग्रे ","Hallunde, Holongre",Lannea coromandelica (Houtt.) Merr.,J. Arnold Arbor. 19: 353. 1938.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000371248,आँप  (Anp),आँप ,Anp,Mangifera indica L. ,Sp. Pl. 1: 200. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001051922,"वन आँप, जङ्गली आँप  (Ban anp, Jangali anp)","वन आँप, जङ्गली आँप ","Ban anp, Jangali anp",Mangifera sylvatica Roxb. ex Wall.,Fl. Ind. 2: 438. 1824.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001051925,"चुति लहरा, लहरे आँप  (Chuti lahara, Lahare anp)","चुति लहरा, लहरे आँप ","Chuti lahara, Lahare anp",Pegia nitida Colebr. ,Trans. Linn. Soc. London 15(2): 364. 1827.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001285121,"काकड सिँघी, कर्कट श्रिङ्गी  (Kakad singhi, Karkata shringi)","काकड सिँघी, कर्कट श्रिङ्गी ","Kakad singhi, Karkata shringi",Pistacia chinensis subsp. integerrima (J.L.Stewart) Rech.f.,Fl. Iranica 63: 8. 1969.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000394534,काकड सिँघी  (Kakad singhi),काकड सिँघी ,Kakad singhi,Pistacia khinjuk Stocks ,Hooker's J. Bot. Kew Gard. Misc. 4: 143. 1852. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000434843,सति बयर  (Sati bayar),सति बयर ,Sati bayar,Searsia parviflora (Roxb.) F.A.Barkley,Lilloa 23: 253. 1950.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000434831,भलायो  (Bhalayo),भलायो ,Bhalayo,Semecarpus anacardium L.f. ,Suppl. Pl. 182. 1782.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001049363,अमारो  (Amaro),अमारो ,Amaro,Spondias pinnata (L.f.) Kurz ,Prelim. Rep. Forest Pegu 44. 1875.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001052269,काग पूmली  (Kag fuli),काग पूmली ,Kag fuli,Toxicodendron hookeri (K.C.Sahni & Bahadur) C.Y.Wu & T.L.Ming ,Fl. Reipubl. Popularis Sin. 45(1): 110. 1980.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001052331,रानी भलायो  (Rani bhalayo),रानी भलायो ,Rani bhalayo,Toxicodendron succedaneum (L.) Kuntze,Revis. Gen. Pl. 1: 154. 1891. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001052260,"चोसी, ठूलो भलायो  (Chosi, Thulo bhalayo)","चोसी, ठूलो भलायो ","Chosi, Thulo bhalayo",Toxicodendron wallichii (Hook.f.) Kuntze,Revis. Gen. Pl. 1: 154. 1891. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000513942,"कान्चिरो, ठँगारु  (Kanchiro, Thangaru)","कान्चिरो, ठँगारु ","Kanchiro, Thangaru",Acer acuminatum Wall. ex D.Don ,Prodr. Fl. Nepal. 249. 1825.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000514024,"कान्चिरो, सानो फिरफिरे  (Kanchiro, Sano firphire)","कान्चिरो, सानो फिरफिरे ","Kanchiro, Sano firphire",Acer caesium Wall. ex Brandis ,"Forest Fl. N.W. India 3: 111, pl. 21. 1874.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000514030,"फिरफिरे, कपासी  (Phirpire, Kapasi)","फिरफिरे, कपासी ","Phirpire, Kapasi",Acer campbellii Hook.f. & Thomson ex Hiern,Fl. Brit. India 1: 696. 1875.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000514707,"फिरफिरे, पुतली पूmल  (Firphire, Putali phul)","फिरफिरे, पुतली पूmल ","Firphire, Putali phul",Acer oblongum Wall. ex DC.,Prodr. 1: 593. 1824. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1000043691,ठुसी पाङ्ग्री  (Thusi pangri),ठुसी पाङ्ग्री ,Thusi pangri,Acer pectinatum Wall. ex Brandis,Forest Fl. N.W. India. 112. 1874.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000515109,कपासी  (Kapasi),कपासी ,Kapasi,Acer sikkimense Miq. ,Arch. Neerl. Sci. Exact. Nat. 2: 471. 1867. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000522293,"घोडे पाङ्ग्रो, लेक पाङ्ग्रा  (Ghode pangro, Lek pangra)","घोडे पाङ्ग्रो, लेक पाङ्ग्रा ","Ghode pangro, Lek pangra",Aesculus indica (Wall. ex Cambess.) Hook. ,Bot. Mag. 85: pl. 5117. 1859.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
