Wfo,Vercular
wfo-0001429748,"Honduras: Fruta de agua (Nelson et al. 3097). Costa Rica: Pepinillo (Pittier, 1908), sandillo (Wilbur & Stone 9804), zopilote (Allen 5241). Panama: Contra gallinazo (Duke 8283), monka prieto (Cooper & Slater 181). Colombia: Naranjilla (Pittier, 1910), regalgar (Garcia-Barriga 12464), reventadera (Romero Castafieda 5022), tomate de indio (Agudelo & Klevers 78), tomate del monte (Pennell 10720), tonga (Archer 1759), tsutsucuru (Kamsa) (Bristol 1014), venenillo (Romero Castaieda 2690). Suriname: dwergtafrabon (Boerboom 9605), tigriston (Boerboom 9605). Ecuador: Ko pi (Secoya) (Vickers 98, 196), irayuyu (Quichua)(Hurtado et al. 2092), irayuyo, irayo panga (Quichua)(Ceron & Hurtado 6667), maluside (Kvist 40191), tomate de montafia (Dodson et al. 7223), tomate de monte (Cazalet & Pennington 5026), tomate silvestre (Acosta Solis 13971)."
wfo-0001027821,"French Guiana: uluwukasi (Wayapi; Grenand 808).
"
wfo-0001027819,"Ecuador: ora panga (Quichua; Neill et al. 7758). Peru: asna panga (Ll. Williams 8241), chiwingue iji (Achuar Jívaro; Lewis et al. 12148), chuposacha del monte (Schunke 6387), chupo sacha macho (Schunke 14030, 14033), chupo sacha masha (Schunke 3323, 7169), gallinazo panga (Ruiz Macedo 36), gallinazo pango (Mestizo Quichua/Spanish; Lewis et al. 12281), mehegkash (Kayap 1185, 1434, 2029), mehénkas (Berlin 1974), mejegkush (Ancuash 1273), mejéngkash (Berlin 2009), siuca sacha (Croat 18023, Martin 1187), tá;kup (Huambisa; Berlin 3513, Dominguez Peña 150, Tunqui 49, 96)."
wfo-0001027820,"Ecuador: ora panga (Quichua; Neill et al. 7758). Peru: asna panga (Ll. Williams 8241), chiwingue iji (Achuar Jívaro; Lewis et al. 12148), chuposacha del monte (Schunke 6387), chupo sacha macho (Schunke 14030, 14033), chupo sacha masha (Schunke 3323, 7169), gallinazo panga (Ruiz Macedo 36), gallinazo pango (Mestizo Quichua/Spanish; Lewis et al. 12281), mehegkash (Kayap 1185, 1434, 2029), mehénkas (Berlin 1974), mejegkush (Ancuash 1273), mejéngkash (Berlin 2009), siuca sacha (Croat 18023, Martin 1187), tá;kup (Huambisa; Berlin 3513, Dominguez Peña 150, Tunqui 49, 96)."
wfo-0001026534,"tomate de arbol (Spanish), tomate de arvore (Portuguese), tree tomato (English), tamarillo"
wfo-0001027620,"Panama: wild cucumber (Cooper 398). Venezuela: ajito de monte (Bernardi 1778), forote (Steyermark 55744).
"
wfo-0001027618,"Panama: wild cucumber (Cooper 398). Venezuela: ajito de monte (Bernardi 1778), forote (Steyermark 55744).
"
wfo-0001027621,"Panama: wild cucumber (Cooper 398). Venezuela: ajito de monte (Bernardi 1778), forote (Steyermark 55744).
"
wfo-0001020027,"Brazil. Caraibera (Alagoas, Silva & Moura 1586), Murta (Sergipe, Silva 287), Pimenta brava (Bahía, Pinto & Bautista 104), Semente-de-macaco (Alagoas, Oliveira 7)."
wfo-0001030807,"Smith and Downs (1966) report joá;-chicote as a common name.
"
wfo-0001027864,"bush tomato, puddaddee, quena"
wfo-0001030339,ngaliyirki
wfo-0001029226,"China: bai ying (Zhang et al. 1994); Japan: murasaki-hiyodorijogo (Konta et al. 2007).
"
wfo-0001020050,"Common names. Bolivia: Pimienta (Santa Cruz, Steinbach 5373), Ají del monte (Beni, Killen et al. 3415; Cochabamba, Thomas & Berdeja 1428; Sud Yungas, Seidel & Vaquiata 7689); Brazil: Pimentinha (Acre, Daly 9979); Peru: Ají silvestre (Loreto, Mc Daniel 14075; Huánuco, Woytkowski 7516), Ajicillo (Huánuco, Schunke V. 10620), Ajisillo (San Martín, Schunke V. 3415), Charapilla (Huánuco, Schunke V. 9984), Charapillo (Huánuco, Schunke V. 12469), Chintillo (San Martín, Plowman & Schunke V. 11523), Sacha Ají (Huánuco, Schunke V. 9984), Sacha charapillo (Ucayali, Schunke & Graham 16612), Ají silvestre liana (Loreto, Mc Daniel & Santiago 2556). Indigenous names. Bolivia: Meñu winno (Yuracaré, Cochabamba, Thomas & Berdeja 1428), Hpochetgi (Trinitario, Cochabamba, Thomas & Berdeja 1428); Tá yejti (Mosetén, La Paz, Vargas et al. 1310), Neshita’mo (Beni, Guareco 457)."
wfo-0001032445,"China: mao guo qie (Pinyin; Zhang and D'Arcy 1994). India: kantakari (Bengali), chota kateri (Hindi), kandan kattiri (Tamil), bhui ringani (Marathi), kandayari (Punjabi). Iran/Pakistan: badagan barri (Farsi), badajan barri (Arabic).
"
wfo-0001025812,Bolivia. La Paz: kurpusa (Girault s.n.). 
wfo-0001030796,"Argentina. Fruta de loro (Chiarini 2013).
"
wfo-0001022366,"Not known.
"
wfo-0001022367,"Guatemala: Chiltepe de montana (Gentry & Standley, 1974).
"
wfo-0001028468,India. Goa: mothirigani (Naithani et al. 1997).
wfo-0001030609,United States of America. Glowing nightshade (USDA Plants 2017). The common name of Coastal-dune nightshade (NatureServe 2017) attributed to S. gracilius Herter likely refers to S. pseudogracile.
wfo-0001026308,Peru. Moquegua: hierba mora (Núñez 6). 
wfo-0001030991,Argentina. Córdoba: yerba mora (Kurtz 8324). 
wfo-0001030628,Peru: Lucuma de oso (Bohs et al. 3784).
wfo-0001027365,"Ecuador: apumpu (Quichua, Hurtado 2733); apumpu yura (Neill et al. 6506); papa mandi (Freire et al. 2175); untukar (Shuar, Shiki RBAE222); bamba (Mowbray 702102); ttottopaje (Cofá;n, Cerón 301). "
wfo-0001025741,"Ecuador: pungalá; (Narvá;ez 446); untukar (Shuar, Kunkumas RBAE184). Peru: untukag (Ancuash 460)."
wfo-0001022233,"Indonesia. Sulawesi: onbeked (Koorders 18050), paratha kehu (Sangihe language, Talangmin 51), kaometi, makopi (Totemboan language, Koorders 1898, as “S. minahassae”)."
wfo-0001032536,"Bolivia: tsimac (Guareco 578); Africa. Potato tree (Burkhill 1985). Tanzania and Kenya: Tree tomato, Uganda tree solanum, isuke (Pimbwe language). China. da hua qie (Zhang et al. 1994).

"
wfo-0001022328,"Not known.
"
wfo-0001026325,"Argentina: comida de víbora, meloncillo, melon del campo, and pocotillo (Matesevach 2002; Barboza 2013). Bolivia: tutia (G. Bourdy 2082) and tutiami (R. de Michel et al. 2539). The name tutia very likely refers to the ellipsoid tuber-like swellings on the roots, a name similar to tutía-tutía, which was applied to S. hieronymi, another species with root swellings."
wfo-0001027583,"USA: Torrey's horsenettle, western horsenettle, and robust horsenettle. "
wfo-0001026883,"Solanum carolinense var. carolinense is widely known as horsenettle or Carolina horsenettle, but several less commonly used names include ball-nettle, bull-nettle, apple-of-Sodom, and sand-brier (Alex et al. 1980, Muenscher 1951; Bassett and Munro 1986). Given its wide distribution outside of North America, vernacular names in other languages include: morelle de la Caroline (French), ortiga de caballo (Spanish), Carolinsche-Pferdenessel, Carolina-Nachtschatten, and Trostbeere (German), Paardenetel (Dutch), ?????? ??????????? (Russian), and waru nasubi (Japanese) (Alex et al. 1980; Eberwein and Litscher 2007).
"
wfo-0001029709,"pepino dulce, pepino, pepino blanco"
wfo-0001022561,"None known.
"
wfo-1000023513,"None known.
"
wfo-0001030949,"None recorded.
"
wfo-1000033128,"Chichol mut (Tzeltal) from specimen C. Santíz R. 854; Tunatzak (Tzeltal) from specimen A. Médez Ton 5054; Penko antivo (Tzotzil) from specimen C. Santíz R. 904.
"
wfo-0001026539,"Mexico: chilacayote (Halbinger s.n.); tomate de chichalaca (Halbinger s.n.); toronjo (Narvá;ez M. & Salazar 591 and Ortega 4021).
"
wfo-0001032507,"Mexico: kishtan (Matuda 17481); cola de gato (Rovirosa 885); Guatemala: kishtan (Cosminsky 112 and 128).
"
wfo-0001030155,Peru. bombona (Rodriguez et al. 1607).
wfo-0001028147,"Mexico. Puebla: cuatomate (Huerta Z. & Huerta Z. 1); Oaxaca: zarza (Elorsa 301).
"
wfo-0001029150,"Ecuador: Chinba chuba tape (Cayapa; Kvist 40522, AAU, QCA), chiro nairamo tape (Cayapa; Kvist 40437, AAU, BM), quinfo aran sili (Colorado; Kvist 40691, AAU, BM).
"
wfo-0001025856,Brazil: Juciri (Martius s.n.); Jiquiri (Warming s.n.). Paraguay: Yuá; pará; (Woolston 826).
wfo-0001029599,None recorded.
wfo-0001031185,"China: qing qie (Zhang et al. 1994).
"
wfo-0001031885,"Mexico. Chiapas: quistan (Heath & Long MA129).
"
wfo-0001022277,"Not known.
"
wfo-0001022278,"Not known.
"
wfo-0001026889,"Florida horsenettle (e.g., J. Scanlon & T. Matthews 138).
"
wfo-0001029205,"Fruta-do-lobo, lobeira (Brazil)"
wfo-0001028516,"Afghan Thistle, Porcupine Solanum, Prickly Potato Weed"
wfo-0001026661,"veneno de perro, almaguev, papa silvestre, riñonada"
wfo-0001026875,"lloron, dulunsoga, pepino lloron, mamoncillo, el hatillo, frijolitas"
wfo-0001019783,"Angle's trumpet, floripon, trompetero"
wfo-0001019409,Deadly nightshade
wfo-0001019708,"Jamaican forget-me-not, amethyst flower, bush violet, no me olvides, simpatica, chavelita de monte"
wfo-0001019742,"Jamaican forget-me-not, amethyst flower, bush violet, no me olvides, simpatica, chavelita de monte"
