Wfo,Distribution
wfo-0001027742,"Common in the Northern Territory and is found in the northwestern corner of Queensland, Australia. In Queensland it occurs as far south as Mt. Isa, and in the Northern Territory it also occurs on the islands of the Gulf of Carpentaria. It also occurs in the Kimberley region of Western Australia. It grows on stony ridges or gullies in low eucalypt woodland, on a variety of substrates, including laterite."
wfo-0001028317,"Widespread, mainly inland eastern African species found from Sudan, Ethiopia and Somalia to Uganda and northern Tanzania; reported to occur as far west as Chad by Brundu & Camarda (2013, no specimens seen); collected in dry Acacia (Vachellia) scrub, open places, disturbed vegetation and roadsides on sand, clay, loam and black cotton soil, sea level - 1500 m elevation.
"
wfo-0001029727,"Eastern and northern Madagascar with some collections from the east of Antananarivo and eastern Mahajanga; growing in wet montane forest; 1000-3000 m elevation.
"
wfo-0001026788,"In humid forest from 500-850 m elevation on the Grande Terre of New Caledonia.
"
wfo-0001028014,"Fairly common in the Arabian Peninsula and northeastern Africa southwards to Kenya. The few collections from India and Pakistan may represent accidental introductions. The distribution appears disjunct with one known collection from Senegal and no records between Senegal and Sudan; this may be due to the relative paucity of West and Central African Solanum collections examined. Occurs in scrub on stony ground and rocky slopes, often on granite from 0-2000 m elevation.
"
wfo-0001031101,"Northeastern Africa and across the Middle East to India; fairly common around the Red Sea; growing in roadside thickets, rocky slopes, and disturbed areas, on sand or clay, usually in the shade; 1500-2800 m elevation.
"
wfo-0001031756,"Endemic to Madagascar, the western coastal forests north of Toliara (Tuléar); thorn scrub on sand close to the sea, often in disturbed areas; 0-20 m elevation.
"
wfo-0001027847,"Madagascar, a common weed throughout; growing in disturbed vegetation and open forest; 0-1000 m elevation.
"
wfo-0001030125,"Premontane forests and roadsides, usually in secondary situations, in Amazonas, Ayacucho, Junín, Pasco, and San Martín Departments in Peru from 600-1800 m in elevation.
"
wfo-0001020071,"Capsicum dimorphum is endemic to north-western South America and is most common in Colombia and Ecuador and reaching central Peru; an Andean species of premontane or montane moist forests. It is found in the margins, understorey or interior of primary or secondary (sometimes disturbed) forests, between 950 and 3,000 m elevation."
wfo-0001028294,"In Australia, endemic to the Atherton Tableland in the state of Queensland. It grows in notophyll rainforest on basaltic soils, between 600-1100 m."
wfo-0001032523,"Democratic Republic of the Congo, Rwanda, Uganda, and Tanzania, in the area surrounding Lake Victoria, Lake Albert, Lake Edward, Lake Kivu, and the northern part of Lake Tanganyika; growing in grassland, savanna, and dry forests, especially on ant hills and termite mounds; 1200 - 1900 m elevation.
"
wfo-0001027585,"In Australia, endemic to Queensland. It is known only from the Mt. Lewis and Mt. Spurgeon areas, in notophyll rainforest at altitudes above 900 m."
wfo-0001032594,"Solanum zuloagae occurs in the Andes of northern Argentina (Provs. Jujuy, Salta, Tucumán) and Bolivia (Depts. Cochabamba, Chuquisaca, Santa Cruz); in understorey of moist forests or ‘yungas’, often at clearing edges or scrambling over other vegetation in treefalls or roadside, from 640 to 2,940 m elevation."
wfo-0001030611,"A predominantly weedy species of pastures, roadsides and other disturbed places, growing naturally in open savannas and streambank thickets, preferring full sun, occasionally in partial shade; in mesic to somewhat xeric situations, at middle elevations in and around the Colombian Andes, 200-2000 m, from Antioquia and Santander south to Valle and Huila. Also found in Ecuador, but it is not known whether it grows wild there."
wfo-0001031497,"A lowland species usually encountered between 0 and 600 m, occurring naturally in savannas, ecotones between forest and savanna, forest openings, and along riverbanks, in open sun or partial shade; tolerant of diverse soil types from rich to relatively sterile sandy soils, usually on well drained substrata and not ordinarily found in swampy situations. Common as a weed in man-made clearings, pastures, fields, secondary thickets, trailsides, roadsides, and about human habitations. Extending from lowlands east of the Andes in Colombia, Ecuador, and Peru east across the northern Amazon Basin, the upper Orinoco Basin, and lower elevations of the Guyana Shield to eastern Venezuela and Belém, Brazil. Occasionally cultivated in Colombia and Peru for the edible fruits. Sporadically adventive elsewhere in the tropics."
wfo-0001031203,"A lowland species, usually growing between 0 and 500 m but occasionally cultivated at somewhat higher elevations, mostly in open sun, apparently found only in association with man, intentionally cultivated or spontaneous in human disturbances and about habitations. Frequent in the upper Amazon Basin of southern Colombia, Ecuador, and northern Peru, cultivated sporadically in settlements along the Amazon and Orinoco River systems of Brazil and Venezuela as far east as Belém."
wfo-0001026818,"A low to middle elevation species encountered from sea level to about 1500 m, occurring naturally in open woodlands and thickets and in light gaps near watercourses in quebradas and barrancas; in partial shade or open sun; versatile in soil tolerance, on both limestone and granite derived soils of diverse textures; in seasonally dry to relatively wet situations; commonly occuring as a successional species in human clearings and disturbances. Extending from barranca woodlands and oak forests of southern Sonora and Chihuahua in Mexico south along the Sierra Madre Occidental to central Mexico, widespread and common in Southern Mexico, Guatemala and El Salvador, apparently less abundant in the remainder of Central America, also in the Chocó of Colombia and lowlands of Ecuador and northern Peru.
"
wfo-0001028971,"Low to middle elevations, 0-1000 m, in forest openings, disturbed sites and second growth thickets; extending from tropical India east through Indochina, extreme southern China, Malaysia and Indonesia to the Philippines and New Guinea."
wfo-0001429742,"Solanum plastisexum is currently known from a restricted range on and around the Buchanan Highway in the sub-arid, monsoon-influenced zone of the northern region of the Australian Northern Territory. The species is locally abundant in two to three sites along and off of the road in Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson and Petalostigma pubescens Domin savanna woodland alongside Aristida L., Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult. and other herbaceous and shrubby associates. The distribution of plants along annually-graded roadsides suggests that the species is, like many of its congeners, disturbance-adapted."
wfo-0001028475,"Solanum huayavillense is narrowly distributed in southern Bolivia (Depts. Chuquisaca, Tarija) and Argentina (Depts. Catamarca, Jujuy, Salta, Tucumán); in the understory of cloud forest (‘yungas’) either in the understorey proper or at edges of clearings or treefalls, from 1,200 to 2,950 m elevation."
wfo-0001028444,"Solanum homalospermum is endemic to north central Argentina in the Provinces of Córdoba and adjacent Catamarca at ca. 700 m elevation. Solanum homalospermum grows in open areas in the dry Chaco forest region; the vegetation at the type locality is a highly disturbed palm (Trithrinax Mart., Arecaceae) woodland-grassland (Zak and Cabido 2002). This species has a complex root system that facilitates vegetative reproduction and spread like other members of the Elaeagnifolium clade."
wfo-0001029657,"Solanum mortonii is endemic to northern Argentina in the Province of Catamarca at 600 to 1000 m elevation. Like some other members of the group, S. mortonii has rhizomatous stems and is apparently clonal; it grows on rocky shaded or open banks in dry forests and can form large colonies."
wfo-0001028489,"West coast of southern Africa, Angola, Namibia, and South Africa; locally common in rocky places, growing on granite or shale, often found on river banks or by the roadside; 500-1200 m elevation.
"
wfo-0001027050,"Native in montane forests of Mesoamerica from southern Mexico to Panama at middle to high elevations, occurring in oak-pine woodland and other mesic formations. It has been introduced and is naturalized in South Africa, Malawi, Zambia, and Democratic Republic of the Congo; originally introduced as an ornamental or fence post tree (Henderson 2011); the oldest specimen we have seen from South Africa dates to 1909 and from the Democratic Republic of the Congo to 1903, so the introduction is relatively recent.
"
wfo-0001031793,"New Guinea and the Philippines, at moderate to higher altitudes, from 450-2500 m. It is frequent in disturbed areas, secondary forests and re-growth along roadsides, but also occurs in oak forest."
wfo-0001031791,"New Guinea, in disturbed places along roads in lower and mid-montane forests betwee 600-1400 m.
"
wfo-0001030285,"Bismarck Archipelago and Solomon Islands. It is the only species of Solanum section Dunaliana to be found in the Solomon Islands. It has been collected in disturbed places such as old village gardens, forest edges, and secondary forest. Rechinger (1912) listed it as occurring in strand forest and rainforest on Bougainville Island; sea level-170(-1070) m elevation.
"
wfo-0001026905,"Southern Africa, from Angola and Namibia to Botswana and the northern part of South Africa; growing in grassland, savanna or mixed woodland, on sand or limestone; 0-1000 m elevation.
"
wfo-0001026342,"On the Ile of Art and the northern tip of the Grande Terre, New Caledonia, on calcareous substrates from 10-250 m elevation.
"
wfo-0001028896,Solanum labyrinthinum is known from Normanby Island and adjacent East Cape on New Guinea; it has been collected along roads in rainforest from 5 to 185 m elevation.
wfo-0001026707,"Endemic to South-West Madagascar; dry scrubland on sandy soil, often coastal; 0-100 m elevation.
"
wfo-0001030625,"Solanum pseudosaponaceum is widely distributed from South China (Fujian, Guangdong, Hainan provinces), Taiwan and Ryukyu Islands of southern Japan to the Philippines, Indonesia (Sulawesi, Java) and Indochina (Cambodia, Laos). Solanum pseudosaponaceum is found in pristine or secondary rainforests as well as in open wasteland, usually growing on sand or limestone; from 20 to 2,450 m elevation."
wfo-0001027506,"Northeastern and eastern Africa in Ehtiopia, Somalia, Kenya, and Tanzania; growing in grassland, savanna, roadsides or edges of fields on well-drained sandy soil; 1200 - 2000 m elevation.
"
wfo-0001028777,"Southeastern Ethiopia and Somalia; growing in open bushland and dry limestone flats, sometimes locally common; 100-1100 m elevation.
"
wfo-0001031738,"Endemic to the Tanzania, from the Southern Highlands, across the volcanic rocks north of Lake Malawi and on ridges up to Mufindi; forest edges, thickets and roadsides; 1800-2400 m elevation.
"
