Wfo,Conservation
wfo-0001032445,"Least Concern (LC); Solanum virginianum is a common weed of distrubed places.
"
wfo-0001026259,"Least Concern [LC]. EOO = 1,089,690 km2 [LC]; AOO = 400 km2 [LC]. Solanum antisuyo grows readily in disturbed sites and combined with its wide range, it appears to have relatively low threat status despite the generally increasing human pressure and habitat destruction in the Andes. It occurs within protected areas in both Peru (Parque Nacional Manu) and Bolivia (Parque Nacional Madidi).
"
wfo-0001028723,"Preliminary conservation status (IUCN 2014). Endangered (EN B1a, b iii). EOO 950 km2 (EN), AOO 12 km2 (EN). Known collections of Solanum ivohibe are currently not sufficient to document its range of occurence with any degree of confidence, but its occurrence in the fragmented wet forests of eastern Madagascar and the paucity of collections leads us to give it a preliminary status that indicates conservation concern.
"
wfo-0001025812,"Endangered [EN – B1,2ab(ii, iv) D2]. EOO = 7,953 km2 [VU]; AOO = 20 km2 [EN]. The EOO would suggest that S. albescens should be assessed as Vulnerable, but the small number of known populations (< 5) and the paucity of recent collections suggest an Endangered status based on the AOO is more realistic. Solanum albescens has not been collected within any protected area."
wfo-1000075693,"Endangered (EN) [EOO (1,065 km2) and AOO (28 km2)]. We assign S. pinguiculum a preliminary IUCN Red List status of endangered (EN), based on assessment criteria B2 a, b (i,ii,iv) (IUCN 2023). It occurs within the protected areas of Reserva Natural La Isla Escondida in the Department of Putumayo, and the Parque Nacional Natural Cueva de Los Guacharos in Huila."
wfo-0001022367,"In Guatemala, Lycianthes inconspicua is represented by only three collections, although it is more common in Costa Rica and Panama, and present in one protected area in Panama (Cerros de La Carpintera, Panama). The EOO is 27,148.801 km2, and the AOO is 32 km2. Based on the IUCN (2019) criteria, the preliminary assessment category for Guatemala is Endangered (EN).
"
wfo-0001027123,"IUCN, 2001: Endangered (EN) due to its restricted distribution of less than 100 km2 in a fragmented and isolated habitat. Population level data may reveal that the species is in fact Critically Endangered (CR), but it is currently not assessable from the available herbarium specimens. The sole locality in which S. coalitum has been encountered is the páramo of Cerro Toledo in the extreme southwestern corner of Parque Nacional Podocarpus, one of the largest protected areas in Ecuador. Cerro Toledo is a mixed páramo of tussock grasses and shrubby vegetation on the divide of the Cordillera de Sabanillas; the area is a pathway used by local people to take cattle from one drainage to another, and as such has a medium level of disturbance (Hofstede et al., 2002). Roads constructed by the military to allow access to radio towers have opened the area to others. Hofstede et al. (2002) suggest that the inhospitable nature of the climate in the region (wet, cold and windy) will limit human incursion on a large scale. Cerro Toledo is isolated from other páramo regions of southern Ecuador, and represents one of the southernmost extensions of the páramo habitat in the Andes (Luteyn, 1999). The fact that Solanum coalitum occurs only within the boundaries of the Parque Nacional Podocarpus is good news for its ultimate protection and conservation, but its very restricted distribution in an isolated habitat means it certainly is of some conservation concern. "
wfo-0001028468,"(IUCN 2019). Least Concern (LC). EOO (173,911 km2, LC); AOO (564 km2, VU). Solanum hovei is a relatively common and widely distributed species in the Western Ghats biodiversity hotspot."
wfo-0001030609,Least Concern (LC). Solanum pseudogracile is common and weedy in coastal habitats in the southeastern United States.
wfo-0001026308,"Least Concern [LC]. EOO = 255,276 km2 [LC]; AOO = 224 km2 [EN]. Solanum arequipense is widely distributed in a wide range of habitats; like most morelloid species it thrives in disturbed areas. It occurs in several protected areas in Peru (Bosque de Zarate, Lomas de Atiquipa, Parque Nacional Huascarán)."
wfo-0001030991,"Least Concern [LC]. EOO = 1,063,580 km2 [LC]; AOO = 896 km2 [VU]. Solanum salicifolium is common where it occurs, is widely distributed geographically and occurs in a number of different habitats. It is found in protected areas in the Argentine Provinces of Mendoza (e.g., Puente del Inca, Parque Provincial Aconcagua) and Córdoba (e.g., Pampa de Achala)."
wfo-0001026233,"Vulnerable [VU - B2 a,b(iii, iv), D2]). EOO = 25,287 km2 [LC]; AOO = 72 km2 [EN]. The large EOO of S. annuum suggests it is not of particular conservation concern, and the smaller AOO is perhaps the result of collecting deficit. We suggest this species warrants some concern as it occurs in fewer than five sites and populations are small and widely dispersed; most collections have been made in the area of Tafí del Valle."
wfo-0001032502,"Vulnerable [VU, B 2a,b(iv), D2]. EOO = 603,950 km2 [LC]; AOO = 220 km2 [EN]. Solanum weddellii has a large extent
of occurrence but grows only in very loose sandy soils in widely dispersed populations. It is known from fewer than ten sites. Given these parameters we would suggest it is of some conservation concern. It is known to occur within protected areas in Argentina (e.g., Humahuaca World Heritage site) but is often collected in areas around mining operations; whether this is an access issue or more related to the soil type specificity of S. weddellii is not known."
wfo-0001029373,"The IUCN (2010) threat status of S. mariae is here considered of critically endangered (CR) based on only a few known occurrence points near Chancay in the San Marcos province, Department of Cajamarca, Peru, with AOO of 4 km<sup>2</sup>. The species appears to have specialist habitat requirements, preferring north-facing shady cliff sides. The known populations are both small, and vulnerable to grazing pressures.
"
wfo-0001030628,"According to the IUCN Red List Categories (IUCN 2010), Solanum pseudosycophanta is classified asVU-B1a+biii; A2c; D1 (Vulnerable). Populations of this species are located near expanding population centers leading to highly fragmented populations. The extent of occupancy is estimated to be less than 20, 000 km<sup>2</sup>, less than 10 locations, and there are estimated to be less than 1, 000 mature individuals across its range. There is also a continuing decline in suitable habitat in these regions due to deforestation and the establishment of new settlements.
"
wfo-0001032352,"Based on IUCN (2014) guidelines -Least Concern (LC); EOO 75, 516 km<sup>2</sup> (LC); AOO 60 km<sup>2</sup> (EN). Although only described here, S. verticillatum is known from many localities along the Serra do Mar, many of which are from within protected areas (e.g., Reserva Bioógica do Alto da Serra de Paranapiacaba in São Paulo state and Reserva Ecoógica de Macaé de Cima, in Nova Friburgo, Rio de Janeiro state). Where it occurs, S. verticillatum is relatively common.
"
wfo-0001030636,"Based on IUCN (2014) guidelines - Critically Endangered (CR) B1, 2 a, b(ii, iii, iv); EOO 26 km<sup>2</sup> (CR); AOO 16 km<sup>2</sup> (EN). Solanum psilophyllum is known from only two localities and its habitat is under severe pressure from mining and frequent forest fires (see Commentary). The population from which the type specimen was collected, close to a private railroad, has already been destroyed. Although the area of occupancy would suggest a status of Endangered we consider the extreme threats to these populations coupled with the habitat specifity of members of the Geminata clade (see above) warrant a status of Critically Endangered.One of the known collections might be from a protected area (PARNA Serra do Cipó), although not stated on the specimen label (Campos & Belisá;rio CFSC-13505) but appears to be from a roadside, subject to occasional fire.
"
wfo-0001030146,"Solanum oxapampense is known from only 4 localities, has an EOO of 198 km2 and AOO (using a cell size of 0.04) of 195 km2; giving it a status of Endangered (IUCN 2001). If the IUCN (2001) recommended cell size is applied the AOO is reduced to 16 km2; the status remains Endangered.
"
wfo-0001030153,"Solanum pabstii is a species of disturbed habitats and of relatively wide distribution, and thus can assigned a preliminary conservation status of Vulnerable (VU) due to its relatively narrow global distribution (<20,000 km2) using the IUCN criteria (IUCN, 2001). Further work on its specific distribution within the threatened Atlantic Interior Forest may indicate that it may be of further concern."
wfo-0001022233,"EOO (1,652,883 km2 - LC); AOO (228 km2 - EN). Lycianthes banahaensis is known from more than five localities and is relatively widely distributed in the region. In the Philippines it is known from several protected areas (e.g., Mount Apo, Samar Island and the Northern Sierra Madre). The assessment of Endangered (EN) based on AOO is likely due to collecting bias, but also due to the island nature of the distribution. I therefore assign it a preliminary status of Least Concern (LC)."
wfo-0001022263,"EOO (38,498 km2 - NT); AOO (24 km2 - EN). Lycianthes bimensis is a species known from only five localities and has a narrow distribution in the region. It occurs within the boundaries of Mount Tambora National Park on Sumbawa, but collections from there date to the 19th century. The assessment of Vulnerable (EN) based on AOO is likely due to collecting bias, but also due to the island nature of the distribution. But based on the number of localities and threats to the habitat I consider L. bimensis to be of some conservation concern and therefore suggest a preliminary status of VU (B2a, b[iii])."
wfo-0001027186,"IUCN, 2001: Near Threatend (NT), due to the fact that the habitat in which it occurs (Interior Atlantic Forest or Selva Paranaënse) is threatened on a global scale; monitoring will be necessary."
wfo-0001030684,"The four known specimens of Solanum pumilum from Georgia do not have useful locality data and were not used in the conservation assessment. In contrast, the 13 collections from Alabama have precise location information on the specimen labels, allowing for high-confidence post-facto assignment of coordinates. These represent five locations and populations with a restricted extent of occurrence of 22.5 km<sup>2</sup> and area of occupancy of 16 km<sup>2</sup>. None of the specimens used to derive occurrence data were found in nearby protected areas, such the Cahaba River National Wildlife Refuge and the Nature Conservancy's Kathy Stiles Freeland Bibb County Glades Preserve, although the species has been reported from the latter (Nature Conservancy 2014). Threats to the populations come from forestry operations and perhaps fire, although fire is needed to maintain the open glade habitat of Solanum pumilum. Given that the species is only known from vouchered specimens outside of protected areas and that its habitat is threatened by human activity, Solanum pumilum is assigned a preliminary conservation status of &quot;critically endangered&quot; [CR B1abc(i,ii,iii,v)].
"
wfo-0001026325,"Solanum aridum is distributed over a large area in Argentina, Bolivia, and Paraguay with a calculated extent of occurrence of ca. 1 &times; 106 km<sup>2</sup> and an area of occupancy of 1,376 km<sup>2</sup>. It is common throughout its range and typically grows in disturbed areas, and there is no evidence that the size of its populations or number of locations are declining. Solanum aridum is therefore assigned a preliminary conservation status of &quot;least concern&quot; (LC).
"
wfo-0001027583,"The calculations of extent of occurrence (ca. 760,000 km<sup>2</sup>) and area of occupancy (1,744 km<sup>2</sup>) for Solanum dimidiatum were based on its estimated native distribution (i.e., Texas, Oklahoma, Louisiana, Arkansas, Missouri, and Kansas) and excluded the outlying occurrences in Illinois, New Mexico, South Carolina, and Mexico. Given its weedy habit and preference for disturbed habitats, S. dimidiatum is assigned a preliminary conservation status of &quot;least concern&quot; (LC).
"
wfo-0001030325,"Solanum perplexum is distributed mainly in the region where the borders of Alabama, Georgia, and Florida meet, with a single outlying population in western Mississippi. Excluding the single collection from Mississippi, the species has an extent of occurrence of 53,000 km<sup>2</sup> and area of occupancy 132 km<sup>2</sup>. Solanum perplexum is a weed and often grows in disturbed habitats. It is doubtful that there will be a significant reduction in the population size or number of locations, and the species is assigned a preliminary conservation status of &quot;least concern&quot; (LC).
"
wfo-0001026883,"The calculations for the extent of occurrence (ca. 3 &times; 106 km<sup>2</sup>) and area of occupancy (7,328 km<sup>2</sup>) for Solanum carolinense var. carolinense were based on its estimated native range in North America. Because it is invasive and has the potential to expand its population size when introduced to suitable habitat outside of its native range, it is assigned a preliminary conservation status of &quot;least concern&quot; (LC).
"
wfo-0001029709,"Solanum muricatum is known only from cultivation.
"
wfo-0001027284,"According to the IUCN Red List Categories (IUCN 2010), S. crassinervium is classified as B1a+biii (Endangered). This species is restricted to rainforest habitats in northwestern Ecuador and extreme southwestern Colombia, covering an area estimated to be considerably less than 5,000 km<sup>2</sup>. This area is one of the more inaccessible parts of Ecuador, but increasing exploitation of this area continues to decrease the amount of suitable habitat for S. crassinervium (C. Aulestia, Bilsa Biological Station, pers. comm.).
"
wfo-0001030949,"Preliminary conservation status (IUCN 2014). Least Concern (LC). EOO 1,346,193 km2 (LC), AOO 200 km2 (EN). Although S. runsoriense as delimited here occupies a large geographical range, it is found at high elevations on isolated mountain systems. Genetic differentiation at the population level across its range could therefore be important for conservation and should be assessed.
"
wfo-1000033128,"Lycianthes breedlovei is restricted to cloud forest habitat in the state of Chiapas, represented by 18 collections, only one of which is from a protected area. This species was previously given a preliminary assessment by Dean et al. (2019a) of Endangered."
wfo-0001026490,"According to the IUCN Red List Categories (IUCN 2011), Solanum baretiae is classified as Data Deficient (DD). Although Solanum baretiae occurs over a broad geographic range (> 60, 000 km2), it has been collected at fewer than 10 localities (localities within a few kilometers of each other have been grouped for this assessment) and from a narrow elevational band within its range. The relatively small number of collections of this species suggests that it is rare in the habitats where it occurs. Furthermore, these localities are near expanding population centers and habitats in these areas are highly fragmented and degraded. Nevertheless, Solanum baretiae seems to be well suited to habitat change caused by human activities, since EJT and LB observed thriving populations along roadsides and among shrubs between the town of Guzmango (Dept. Cajamarca, Peru) and the cultivated and pasture lands that surround the town. Further data regarding the distribution and abundance of Solanum baretiae are needed before we can make a more solid assessment of its conservation status.
"
wfo-0001029150,"According to the IUCN Red List Categories (IUCN 2010), S. loxophyllum is classified as B1a+biii (Endangered). Although this species is quite common in the habitats where it occurs - deep shade of low to mid-elevation rainforests in western Ecuador - less than 1,500 km<sup>2</sup> of these habitats remain, and they continue to be converted to agricultural lands (Dodson and Gentry 1991; C. Aulestia, Bilsa Biological Station, pers. comm.).
"
wfo-0001429595,"Least Concern [LC]. EOO = 266,502 km2 [LC]; AOO = 100 km2 [EN]. Solanum marmoratum is a relatively widespread species; the extent of occurrence suggests it should be given a status of least concern. The small area of occupancy perhaps reflects a lack of collecting in the dry forest and partially degraded habitats where S. marmoratum occurs. The number of localities (ca. 9) is probably an underestimate due to the widespread perception that these habitats are not interesting; most collections are quite old, and the species has not been collected recently (except by us). The large-scale conversion of land in the range of S. marmoratum to intensive monoculture of commercial crops such as maize, peanuts and sunflowers poses a risk for this and other species in these habitats; use of herbicides and elimination of patches of forest leave little room for even weedy species to persist. Widespread habitat conversion in central Argentina warrants further studies as to population status across the species’ historical range."
wfo-0001027539,"Least Concern [LC]. EOO = 79,792 km2 [LC]; AOO = 188 km2 [EN]. Like most morelloid species S. dianthum is a plant of open areas and has a relatively wide distribution. It occurs within protected areas in Bolivia (Area Natural de Manejo Integrado Apolobamba)."
wfo-0001027189,"Known from a single population, Solanum concarense is Data Deficient (DD) using IUCN Criteria; however, it should be considered critically at risk due to its extremely restricted range in an area of high anthropogenic disturbance and activity.
"
wfo-0001022464,"EOO (1,006,290 km2 - LC); AOO (156 km2 - EN). Lycianthes oliveriana is known from more than 10 localities at a wide variety of elevations; the assessment here is based on its entire distribution. It occurs within protected areas in both Indonesia and Papua New Guinea (see Knapp 2022). This suggests a preliminary threat status of either Least Concern (LC) or Near Threatened (NT)."
wfo-0001029599,"(IUCN 2019). Endangered (EN [B1a,biii,iv]). EOO (641 km2, VU); AOO (40 km2, EN). Solanum miyakojimense is known from only a few wild collections scattered along the chain of islands across a large geographical distance, and although this makes the extent of occurrence larger than an endangered status might warrant, we consider the threats to habitats and the widely distant populations warrant this preliminary assessment."
wfo-0001028138,"Least Concern [LC]. EOO = 269,652 km2 [LC]; AOO = 140 km2 [EN]. Solanum glandulosipilosum is a plant of disturbed and open areas and is relatively widely distributed. It has been recorded from protected areas in Argentina (Parque Nacional Baritú) and from near the Reserva Nacional de Tariquía (Bolivia)."
wfo-0001031185,"Least Concern (LC); EOO >100,000 km2 (LC) and AOO >10,000 km2 (LC). See Moat (2007) for explanation of measurements.
"
wfo-0001031885,"Endangered (EN) B1,2a,b iii; EOO 493 km<sup>2</sup> (EN); AOO 16 km<sup>2</sup> (EN); 4 locations. Solanum triunfense is assessed as endangered based on the low extent of occurrence and area of occupancy and the threats to the habitat in the region where it occurs. It does occur in a protected area (Reserva El Triunfo, a UNESCO Biosphere Reserve) so is afforded some protection there.
"
wfo-0001028885,"Possible Near Threatened (possible NT); EOO <45,000 km2 (NT) and AOO >10,000 km2 (LC). See Moat (2007) for explanation of measurements. Known only from a few widely disjunct collections in a very narrow geographical area outside any protected areas, this species can be considered of conservation concern.
"
wfo-0001031333,"Near Threatened (NT); EOO <100,000 km2 (possible NT) and AOO <10,000 km2 (LC), with few populations. See Moat (2007) for explanation of measurements.
"
wfo-0001026352,"Vulnerable/Near Threatened (VU/NT); EOO >50,000 km2 (LC) and AOO >5,000 km2 (LC); the widely separated, isolated populations and few collections, however, mean that this species is of conservation concern. See Moat (2007) for explanation of measurements.
"
wfo-0001022277,"Lycianthes chiapensis var. chiapensis is a rarely collected variety of southwestern Guatemala and adjacent Mexico, represented by only 12 collections, three of which are from protected areas. The EOO is 3,020.311 km2, and the AOO is 44 km2. Based on the IUCN (2019) criteria, the preliminary assessment category is Endangered (EN).
"
wfo-0001022278,"Lycianthes chiapensis var. chiapensis is a rarely collected variety of southwestern Guatemala and adjacent Mexico, represented by only 12 collections, three of which are from protected areas. The EOO is 3,020.311 km2, and the AOO is 44 km2. Based on the IUCN (2019) criteria, the preliminary assessment category is Endangered (EN).
"
wfo-0001029156,"Least Concern (LC); EOO >100,000 km2 (LC) and AOO >10,000 km2 (LC). See Moat (2007) for explanation of measurements.
"
wfo-0001026889,"Solanum carolinense var. floridanum is known from ca. 27 locations, several of which are situated in protected areas (Waccasassa Bay State Preserve, Chassahowitzka National Wildlife Refuge, Aucilla Wildlife Management Area, Torreya State Park, and St. Mark's National Wildlife Refuge). Because it grows in highly disturbed areas such as roadsides, cultivated fields, and grazed pastures, it is estimated that there will not be any significant reduction in population size or locations; with an extent of occurrence of ca. 35,000 km<sup>2</sup> and area of occupancy of 480 km<sup>2</sup>, S. carolinense var. floridanum is assigned a preliminary conservation status of &quot;least concern&quot; (LC).
"
wfo-0001031027,"Solanum sanfurgoi can be classified as Critically Endangered (CR) under the IUCN (2022) categories and criteria B1+B2a (i,ii,iii). Despite exploring several sites along the Mataquito River from spring 2021 to summer 2022, only twelve individuals were recorded, all in the vicinity of the Paula Bridge. The Area of Occupancy is 4 km² (grid resolution 2 km), and the Extent of Occurrence is 0.566 km². All plants exhibited signs of herbivory, and we observed cattle and horses left by locals in the river. Major threats include inappropriate use of the riverside, habitat change and fragmentation, cattle grazing, and the introduction of invasive species. Locals reported modifications to the riverbank over the past decade due to the recent invasion of Acacia 
dealbata Link."
