taxonID,description,type,source,language, 
wfo-0000530495,"Annual herb, erect or slightly decumbent, simple or much-branched and bushy, up to 1.5 m in height. Stem stout, sometimes reddish, usually branched, angular, glabrous or increasingly furnished above (especially in the inflore¬scence) with long, multicellular, flocculent hairs. Leaves glabrous, or thinly pilose on the lower surface of the primary nervation, long-petiolate (petioles up to c. 9 cm, sometimes longer than the lamina), the lamina ovate to rhomboid-ovate, elliptic, lanceolate-oblong or lanceolate, c. 1.5-12 x 0.8-6 cm, subacute or more commonly blunt or retuse at the tip with a distinct, fine, colourless mucro, cuneate or attenuate at the base; each leaf-axil bearing a pair of fine and slender to stout and compressed spines up to c. 2.5 cm long. Flowers green, in the lower part of the plant in axillary clusters 6-15 mm in diameter; towards the ends of the stem and branches the clusters are leafless and approximated to form simple or sometimes (especially the terminal) branched spikes usually up to c. 15 cm long and 1 cm wide. Lower clusters entirely female, as are the lower flowers of the spikes; upper flowers of the spikes male, mostly for the apical 1/4-2/3 of each spike. Bracts and bracteoles deltoid-ovate, pale-membranous, with an erect, pale or reddish awn formed by the excurrent green midrib; bracteoles shorter than, subequalling or little exceeding the perianth, commonly smaller than the bracts. Perianth segments 5, those of the female flowers c. 1.5-2.5 mm, narrowly oblong or spathulate-oblong, obtuse or acute, mucronulate, frequently with a greenish dorsal vitta; those of the male flowers broadly lanceolate or lanceolate-oblong, acute or acuminate, only the midrib green. Stigmas (2-) 3, flexuose or reflexed, 1-1.5 mm. Capsule ovoid-urceolate with a short inflated neck below the style base, c. 1.5 mm, regularly or irregularly circumscissile or rarely indehiscent, the lid rugulose below the neck. Seed 0.75-1 mm, compressed, black, shining, very faintly reticulate.",general,ref_wfo-0000530495,English,1100013
wfo-0000754119,"Stem reduced. Leaves forming a rosette, curving outwards, the ends drooping, more than 1 m long, widest about the middle, neck not sharply constricted. green, sometimes glaucous, often with pale yellow borders or otherwise variegated, shallowly channelled only at the apical region. Apical spine c. 1 cm, dark reddish brown-black, marginal spines pointing downwards.",general,ref_wfo-0000754119,English,1200371
wfo-0000410405,"An annual herb. Roots often long and slender. Stem diffuse, prostrate, papillose. Leaves 0.4-1.2 cm long, 1.5-3.5 mm broad, elliptic-ovate to oblanceolate, leaf base sheathing, membranous. Flowers solitary or 2-3, sessile; bract c. 2 mm long, ovate, acuminate; bracteoles 2, less than 1 mm long. Calyx tube campanulate, persistent; sepals 9 mm long, ovate. Stamens 5, alternating with the sepals, filaments less than 1 mm long. Ovary c. 1.2 mm long, turbinate; style 1, persistent. Pyxidium 2 mm long, lid circular, c. 1.5 mm broad, flat, depressed in the centre; amphora 1-seeded. Seed 1.1 mm broad, rugose, black.",general,ref_wfo-0000410405,English,700297
wfo-0000429205,"A diffuse prostrate perennial. Stem papillose to glabrous. Leaves 1.5-4.0 cm long, 0.6-2.7 cm broad, oblong to obovate, papillose; petiole 8-11 mm long, with a sheathing base. Flowers axillary, solitary or 2-5, sessile; bract solitary, ovate-lanceolate, c. 3 mm long; bracteoles 2-3, unequal, scarious. Calyx persistent, papillose, sepals oblong ovate, c. 2 mm long, margin white. Stamens 5, alternating with the sepals, filaments c. 2 mm long, dilated at the base. Ovary c. 2 mm long, ob-pyramidal, papillose; styles 2, c. 1-2 mm long, linear, slightly curved, persistent. Pyxidium 1.4—5mm long, 4-seeded, splitting longitudinally, lid mitreform, c. 2 mm broad, margin irregularly lobed; amphora 2 seeded. Seeds 1.5 mm long, black, rugose.",general,ref_wfo-0000429205,English,700302
wfo-0001294503,"Annual up to 24 cm tall. Stem and branches slender, glabrous. Leaves cauline and ramal, pseudo-verticillate, 1.2-4.0 cm long, 1.5 mm broad, elliptic lanceolate. Sepals 1.5-2 mm long, elliptic ovate. Stamens 5, antisepalous, c. 1.2 mm long; filaments dilated at the base, anthers less than 1 mm long, basifixed, dehiscing longitudinally. Ovary sub-globose, c. 1.5 mm broad, Fruit c. 9 mm broad, membranous. Seed less than 1 mm long, granulate, dark brown.",general,ref_wfo-0001294503,English,703759
wfo-0000683177,"Annual, erect, 60-90 cm tall herb. Leaves broadly ovate, sagittate, with spreading, acute triangular lobes, 15-30 cm long, pellucid-punctate, obtuse or emarginate at the apex; petiole 30-80 cm long, triangular, spongy. Peduncle as long as the petioles, triangular. Flowers 5-10 in each whorl, c. 1 cm across; pedicels 2.5-5 cm long, reflexed and thickened in fruit; bracts triangular-lanceolate, 1.5-2.5 cm long, c. 1 cm broad, bracteoles minute. Sepals ovate-elliptic, 4-6 mm long, 2-3.5 mm broad, obtuse, green. Petals delicate, obovate-elliptic, larger than the sepals. Stamens with c. 3 mm long, basally flattened and thickened filaments; anthers oblong. Achenes obovate, minutely stipitate, 4-6 (-8) mm long, 3-4 mm broad, reticulately ribbed, shortly beaked.",general,ref_wfo-0000683177,English,900015
wfo-0000755418,"Glabrous herb. Leaves submerged or emerged, linear or linear-lanceolate to oblong-elliptic, attenuate at the base, obtuse; petiole short or absent. Panicle similar to that of <i>Alisma lanceolatum,</i> with somewhat recurved branches and pedicels. Flowers white to purplish-white, c. 8 mm across; pedicel thickened, up to 5 cm long; bracts lanceolate-ovate. Sepals ovate, 1.5-2.5 mm long, acute. Petals obovate, 2.5-3.5 mm long, 2-3.5 mm broad, obtuse. Stamens shorter than the ovaries; anthers somewhat orbicular or isodiametric. Ovaries subovate, c. 1 mm long; styles recurved, shorter than ovaries, papillate in the upper 1/4-1/2 part. Achenes somewhat obovate, c. 2.5 mm long, 3 ridged on the back.",general,ref_wfo-0000755418,English,900304
wfo-0001033280,"An erect, up to 1 m tall undershrub with 4-angled, glandular-pubescent Leaves dimorphic, basal main stem leaves oblong-lanceolate, 5-10 (-12) x 1.5-4 cm, glabrous, lateral nerves 4-5 pairs, acute or acuminate, mucronate, entire, tapering basally into 5-25 mm long petiole; upper leaves much smaller and subsessile, elliptic-lanceolate, 1.5-2.5 cm x 7-9 mm, glandular-pubescent, cuspidate. Flowers white, in terminal, lax or dense, up to 15 cm long spikes; elliptic-oblong or obovate, 9-12 x 4-6 mm, acute, spine-tipped, glandular bracteoles lanceolate, 6-8 mm long, spine-tipped, glandular-pubescent. unequally 5-lobed to the base, 1-1.2 cm long, lobes glandular hairy, 2 outer lanceolate, spine-tipped, 2 inner lobes linear, acute. Corolla pubescent externally, 1.2-1.6 cm long; upper lip ovate, purple-streaked, entire or emarginate; lower lip with 3, rounded lobes. Staminal filaments glabrous with bearded anthers. Ovary glabrous, style hairy. Capsule ovoid-lanceolate, c. 8 mm long, glabrous, 4-seeded. Seeds ovoid, c. 2.5 mm long, flattened.",general,ref_wfo-0001033280,English,100077
wfo-0000433281,"A gregarious, basally woody, up to 60 cm, undershrub with 4-angled, pubescent or glabrous twigs. Petiole up to 5 cm long, winged or the upper most leaves sessile; lamina membranous, elliptic-oblong to lanceolate, 3-12 x 0.8-5 cm. almost glabrous on both sides, basally attenuate or upper ones cordate, crenate-serrate, long acuminate; Flowers pale-blue, 2.5-3.5 cm long, paired or solitary in lax, monochasial spikes; bracts persistent, leafy, ovate, 8-10 mm long, glabrescent; bracteoles linear-oblong or absent. Calyx lobes linear-lanceolate, 7-8 mm long, glabrous except the glandular hairy apices, enlarged to c. 2.5 cm in fruit, subacute. Corolla tube cylindrical, nearly straight or slightly curved, limb c. 1.5-1.8 cm across, lobes short, obtuse. Capsule oblong, 1.2-1.6 cm long, glabrous, 4-seeded; Seeds ovate, c. 3 nun long, hairy.",general,ref_wfo-0000433281,English,100119
wfo-0000410130,"A glabrous, upright, upto 1.25 m tall undershrub. Leaves late-ovate to elliptic-ovate to obovate, 3-8 x 2-4 cm, basally rounded, distantly serrate, acute, apiculate. Flowers purple-blue to dark blue, up to c. 6 cm long, c. 4 cm across, usually solitary axillary; Bracts 15 x 10 mm, deciduous. Calyx teeth c. 15, subulate, glandular hairy. Corolla tube ± curved yellowish-white or white, glandular hairy outside, lobes subequal, c. 1.5 cm long, obtuse. Staminal filaments glandular-hairy; anthers oblong, c. 4 mm long, bearded, mucronate. Style c. 3.5 cm long; stigma 2-lobed, upper lobe upright, lower patent.",general,ref_wfo-0000410130,English,100123
wfo-0001044530,"Perennial, up to 1 m tall unarmed herb. Leaves with up to 2.5 cm long petiole; lamina elliptic-ovate to obovate, 2.5-6 x 2-3.5 cm, slightly hirsute on both sides, basally cuneate, entire to ± crenate, obtuse at the apex. Flowers in axillary fascicles, bluish-purple, c. 1.5 cm long; bracts herbaceous, oblong-obovate, c. 1 cm long, obtuse; bracteoles oblong, c. 6 mm long; obtuse. Calyx 5-lobed, c. 9 mm long, lobes lanceolate, equal, c. 5 mm long, hairy. Corolla hairy, tube c. 8 mm long, limb 2-lipped, 5-lipped, 5-lobed, lips equal, 8-10 mm long, lobes obtuse. Stamens 4, cells unequal, 2-2.5 mm long. Ovary oblong, c. 2.5 mm long, ovules many; style 1.5 cm long, stigma linear. Capsule longer than calyx, 8-12-seeded. Seeds c. 1 mm across on long and curved retinacula.",general,ref_wfo-0001044530,English,101665
wfo-0000530447,"Annual herb, erect or with ascending branches, (6-) 15-80 (-100) cm, simple or branched (especially from the base to about the middle of the stem). Stem stout, sub-terete to angled, densely furnished with multicellular hairs. Leaves furnished with multicellular hairs along the lower surface of the primary venation and often the lower margins, long-petiolate (petioles up to c. 6 cm, in robust plants not rarely equalling the lamina), lamina ovate to rhomboid or oblong-ovate, (1-) 5-11 x (0.6-) 3-6 cm, obtuse to subacute at the mucronulate tip, shortly cuneate or attenuate into the petiole. Flowers in greenish or rarely somewhat pink-suffused, stout, axillary and terminal spikes, which are usually shortly branched to give a lobed appearance, more rarely with longer branches, the terminal inflorescence paniculate, very variable in size, male and female flowers intermixed, the latter generally much more plentiful except sometimes at the tip of the spikes. Bracts and bracteoles lanceolate-subulate, pale-membranous with a prominent green midrib excurrent into a stiff, colourless arista, longer bracteoles subequalling to twice as long as the perianth. Perianth segments 5, those of the male flowers 1.75-2.25 mm, lanceolate-oblong, blunt to subacute, those of the female flowers 2-3 mm, narrowly oblong-spathulate to spathulate, obtuse or emarginate, ± green-vittate along the midrib, which ceases below the apex or is excurrent in a short mucro. Stigmas 2-3, patent-flexuose or erect, c. 1 mm. Capsule subglobose, c. 2 mm, usually shorter than the perianth, circumscissile, with an indistinct neck, rugose below the lid. Seed black and shining, compressed, c. 1 mm, almost smooth centrally, faintly reticulate around the margins.",general,ref_wfo-0000530447,English,1100012
wfo-0000530552,"Annual herb, erect or more rarely ascending, 10-75 (-100) cm. Stem rather slender, sparingly to considerably branched, angular, glabrous or more frequently increasingly hairy upwards (especially in the inflorescence) with short or longer and rather floccose multicellular hairs. Leaves glabrous or shortly to fairly long-pilose on the lower surface of the primary and most of the venation, long-petiolate (petioles up to c. 10 cm long and the longest commonly longer than the lamina), lamina deltoid-ovate to rhomboid-oblong, 2-7 x 1.5-5.5 cm, the margins occasionally obviously sinuate, shortly cuneate to sub-truncate below, obtuse and narrowly to clearly emarginate at the tip, minutely mucronate. Flowers green, in slender, axillary or terminal, often paniculate spikes c. 2.5-12 cm long and 2-5 mm wide, or in the lower part of the stem in dense axillary clusters to c. 7 mm in diameter; male and female flowers intermixed but the latter more numerous. Bracts and bracteoles deltoid-ovate to lanceolate-ovate, whitish-membranous with a very short, pale or reddish awn formed by the excurrent green midrib, bracteoles shorter than the perianth (c. 1 mm.). Perianth segments 3, very rarely 4, those of the male flowers oblong-oval, acute, concave, c. 1.5 mm, shortly mucronate; those of the female flowers narrowly oblong to narrowly spathulate, finally 1.25-1.75 mm, minutely mucronate or not, the borders white-membranous, midrib green and often thickened above. Stigmas 2-3, short, erect or almost so. Capsule subglobose, 1.25-1.5 mm, not or slightly exceeding the perianth, indehiscent or rupturing irregularly, very strongly rugose throughout. Seed c. 1-1.25 mm, round, only slightly compressed, dark brown to black with an often paler thick border, ± shining, reticulate and with shallow scurfy verrucae on the reticulum, the verrucae with the shape of the areolae.",general,ref_wfo-0000530552,English,1100015
wfo-0000354190,"A small shrublet, up to 1.5 m, much branched from the base, young twigs with patent hairs. Leaves with 1-3 cm long, slender strigose petioles; lamina ovate o lanceolate-ovate, 2.5-9 x 2-5 cm, sparsely hirsute on both sides, entire, basally attenuate, acute. Flowers white or pale-lilac, 2-3.5 cm long in terminal or axillary, up to 10 cm long, strobilate, reddish-brown spikes; bracts broadly ovate, 10-20 x 7-15 mm, pilose and densely ciliate obtuse or ± acute, reddish-brown, closely imbricate; bracteoles oblong-lanceolate to ovate, c. 10 mm long, ciliate. Calyx lobes narrowly lanceolate, 5-7 mm long, ciliate. Corolla tube 1.5-2.5 cm long, soft hairy outside, upper lip smaller than lower, ± entire, lower lip purple spotted within, shallowly 3-lobed, Ovary glabrous with filiform, hairy style. Capsule oblong, 10-12 mm long, puberulent. Seeds ± ovate, c. 3 mm long, smooth.",general,ref_wfo-0000354190,English,102770
wfo-0000560319,"A small, basally woody, unarmed, much branched, up to 35 cm shrublet with greyish-pubescent twigs. Leaves on (3-) 5-12 mm long petioles; lamina oblong, 2-3.5 (-4) cm x 8-12 mm, both surfaces covered with appressed silky-white hairs, base tapering, margins entire, obtuse. Flowers pedicellate, to 2.5 cm long, solitary or in threes at the top of short, peduncle-like branches, purplish or lilac; pedicel up to 12 mm long, glandular-pubescent; bracts linear, 2-3 mm long, not spinescent. Calyx deeply 4-lobed, outer 2-lobes large, green, leafy, glandular-pubescent, ovate, 7-12 mm long, 5-7 mm broad, inner 2-lobes small, white, lanceolate, 5-6 mm long, pubescent. Corolla glabrous, lobes oblong-obovate, ± emarginate. Ovary hairy, c. 3 mm long, style c. 5 mm long. Capsule ovoid, 9-10 mm long, pubescent, beaked, 2-seeded. Seeds ± orbicular, c. 3-4 mm in diam., hairy, brownish-black.",general,ref_wfo-0000560319,English,103508
wfo-0000514643,"Deciduous tree. Leaves pinnately compound, usually trifoliolate. Flowers apetalous, 4-merous.",general,ref_wfo-0000514643,English,200001
wfo-0000514040,"Deciduous tree. Leaves 3-8 cm across, 5-lobed; lobes sometimes lobulate, obtuse or rounded, rarely acute; lobules obtuse, sinuses acute; base subcordate. Inflorescence corymbose. Samaras horizontal, often sigmoid along the back.",general,ref_wfo-0000514040,English,200021
wfo-0000514707,"Trees evergreen, 12 to 15 m tall. Bark smooth to wrinkled. Trunk irregularly buttressed at base. Twigs red-brown or purplish, slender. Leaves ovate-lanceolate, acuminate, 5-18 cm long, 2-8 cm wide, glabrescent, reddish when young, later dark green above, paler to glaucous beneath; nerves pinnate in 6-8 pairs; base rounded to subacute; petioles slender, 2-10 cm long. Inflorescence corymobose, pubescent on leafy terminal and lateral shoots, 5-15 cm long. Pedicels pubescent. Flowers 5-merous, 7-9 mm across, greenish-white. Sepals linear, 1-2 mm wide, acute, pubescent. Petals narrowly lanceolate, 1-2 mm wide. Stamens 8, inserted on disc. Ovary pubescent, styles free nearly to the base. Samaras glabrous, 2-3 cm long; wings veined, divergent, constricted at base; nutlets gibbous, locules white-pubescent inside.",general,ref_wfo-0000514707,English,200048
wfo-0000515258,"Trees shrubby, up to 15 m tall. Twigs glabrous, fulvous. Leaves 10-20 cm across, somewhat circinate, 5-7 lobed; lobes lobulate-acuminate, glabrous except bearded in the nerve axils; base concave to hastate; petioles 10-20 cm long, lactiferous. Inflorescence corymbose. Flowers yellow-green. Samaras 3-4 cm long, more or less erect; nutlets compressed, glabrous.",general,ref_wfo-0000515258,English,200156
